,origin_code,origin_lon,origin_lat,destination_code,dest_lon,dest_lat,od_weight
0,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194aca6a77fff,-0.30585708018456886,51.36776650607308,2
1,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad1581ffff,-0.09431567213668832,51.47937420192442,11
2,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad20cc7fff,0.0014613562231043332,51.503054367086506,145
3,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad30ab7fff,-0.07092781040011864,51.511496522332,29
4,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad84337fff,-0.2573391746442095,51.463022851626924,161
5,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad8c367fff,-0.22271647930280472,51.40590295483086,19
6,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad8ccc7fff,-0.2386528634667666,51.417657568687105,99
7,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad916e7fff,-0.3473082308211455,51.437087734112055,111
8,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9944ffff,-0.3174799866000733,51.38883277635626,6
9,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad99b87fff,-0.2996371605703205,51.390834688675,208
10,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9b9affff,-0.33447916177441234,51.39673515787606,2
11,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9cb4ffff,-0.3006612977860503,51.42416821222374,58
12,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9cb5ffff,-0.3024040148244318,51.424463593646465,4
13,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9d10ffff,-0.29506198550806456,51.41116191920581,46
14,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9d457fff,-0.308295312331384,51.409385621137865,10
15,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9d54ffff,-0.30429205338727905,51.410716927573716,5
16,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9d6cffff,-0.3062726317675494,51.39999896839913,119
17,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9d897fff,-0.29576654947836256,51.41530053807247,3
18,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9dcc7fff,-0.30325485704389055,51.414560369336584,75
19,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,4259
20,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ada18cffff,-0.1911383623918043,51.47183714954245,122
21,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194ada6b1ffff,-0.22678960451360491,51.505019658500174,109
22,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a194adb1937fff,-0.27446614466240205,51.49404823995893,118
23,8a194ad9dcdffff,-0.30438538925219866,51.41374717385386,8a195da7114ffff,-0.1970886545846185,51.617353291381605,84
24,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ac249a7fff,-0.05622393342141097,51.39249018355058,183
25,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad11c37fff,-0.11757449744858196,51.46428420916281,65
26,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad32237fff,-0.10655318207449405,51.50456033409534,65
27,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad44187fff,0.10472152258007726,51.356659958378444,4
28,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad6212ffff,0.12268251313448214,51.375645270704105,4467
29,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad6219ffff,0.11522102758626485,51.374931501371556,22
30,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad7196ffff,0.10135712977597897,51.37733695656034,1
31,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad73ad7fff,0.06365828626057965,51.365784564835536,4
32,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad74707fff,0.07190417971355004,51.40554383475539,21
33,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad74707fff,0.07190417971355004,51.40554383475539,46
34,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194ad74737fff,0.07130157164318882,51.40665253806833,43
35,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194adab10ffff,-0.1981816585134112,51.415788373042076,2
36,8a194ad6212ffff,0.12268251313448214,51.375645270704105,8a194e6db367fff,0.12031493180536343,51.40317649113056,60
37,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,4096
38,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,8a194ad89257fff,-0.21808233200974667,51.36592143426547,51
39,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,8a194ad8d61ffff,-0.22105257453911908,51.38853745429581,60
40,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,8a194ada066ffff,-0.22197897207361117,51.479100914233484,18
41,8a194ac145a7fff,-0.21686378066415365,51.36370365391755,8a195da5db67fff,-0.1983825250133858,51.542335967056374,28
42,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad230a7fff,-0.007747354225439882,51.47954909333777,38
43,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad2891ffff,0.04543898685929759,51.45129422406046,35
44,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad29517fff,0.045357792157291583,51.431226433962074,3344
45,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad29537fff,0.04649021786810595,51.43203483269172,38
46,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad2b4c7fff,0.011540434906070974,51.42401208542129,193
47,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad32a2ffff,-0.09627117190877213,51.50881992429472,87
48,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194ad7335ffff,0.06260070971013451,51.36194858772883,95
49,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a194e6d0337fff,0.0977861691247418,51.479373736277,3
50,8a194ad29517fff,0.045357792157291583,51.431226433962074,8a195da4d2a7fff,-0.13013820994436673,51.52164719409253,161
51,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194ad1449ffff,-0.13974567251220035,51.49317886676998,84
52,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194ad16967fff,-0.14043908396067223,51.49731289383391,78
53,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194ad360d7fff,-0.10199061374635515,51.527865211965334,9
54,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194ad86737fff,-0.301873190262452,51.46355004579014,60
55,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e690567fff,-0.05851957546115399,51.60968235736088,6
56,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e693297fff,-0.06582104001454153,51.57984791064869,14
57,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e69388ffff,-0.05978005122212495,51.591848428578615,6
58,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e6938dffff,-0.05856448137252317,51.58963377888765,3282
59,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e693d47fff,-0.06334672471285485,51.59546978447292,2
60,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a194e69a74ffff,-0.057359300559096105,51.544286878259115,53
61,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a195da48a57fff,-0.14982956871034242,51.52300813585425,135
62,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a195da49b87fff,-0.13328546616392956,51.51014187580168,2
63,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a195da53907fff,-0.28072083416156074,51.585436848914696,212
64,8a194e6938dffff,-0.05856448137252317,51.58963377888765,8a195da63817fff,-0.14296810954328423,51.60811308373028,47
65,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad26307fff,-0.0073893238682564266,51.510601555361184,194
66,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad2696ffff,0.0009987960543843234,51.52119747787487,159
67,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad26d17fff,-0.01761121290460665,51.526411439301384,44
68,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad26da7fff,-0.01935134015549255,51.526711145405805,60
69,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad26daffff,-0.018745231323731678,51.525603336287006,3313
70,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad324d7fff,-0.1257933776976018,51.510866995351485,81
71,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194ad32867fff,-0.0981771974727022,51.51516863881257,68
72,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194e69a747fff,-0.057966559313874,51.545394537211365,10
73,8a194ad26daffff,-0.018745231323731678,51.525603336287006,8a194e69bb97fff,-0.026469494137784374,51.53395713919834,14
74,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e68dc77fff,0.09332972632593527,51.545366908296714,2
75,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6a828ffff,0.11876371705112725,51.568036228125884,27
76,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6a98c7fff,0.14544022078652083,51.56239979456415,25
77,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6f62b7fff,0.1264927003196838,51.53359486135586,42
78,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6f698ffff,0.13309167912350967,51.54749525864145,110
79,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,3507
80,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6f6caffff,0.12039461386319934,51.5476939762513,6
81,8a194e6f6ca7fff,0.11979170005098358,51.54880167432654,8a194e6f6d8ffff,0.12092678063562817,51.54960767777599,4
82,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ad11127fff,-0.10992325161689075,51.45895694265083,6
83,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ad32297fff,-0.11230210444227805,51.50353794044275,3
84,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ad92807fff,-0.3841095268823584,51.46640656926714,4
85,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ada5917fff,-0.17859373488461686,51.497808960947324,2
86,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ada5927fff,-0.17571851017089063,51.49832206332804,10
87,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a194ada80cffff,-0.1899163014233684,51.42944735746876,2
88,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da4b28ffff,-0.17458572713371298,51.49913255441098,32
89,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da4d28ffff,-0.13066283478428573,51.51972975028249,131
90,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da5b007fff,-0.2602919007586924,51.52276229578199,13
91,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da5b017fff,-0.2620368122939915,51.52305869963625,3347
92,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da5b01ffff,-0.26142476693578487,51.521950967060164,107
93,8a195da5b017fff,-0.2620368122939915,51.52305869963625,8a195da5b6effff,-0.2681299578269826,51.51405541109937,7
94,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a194ad02227fff,-0.07505263784993473,51.449963258187786,35
95,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a195da4a9a7fff,-0.18948712297969986,51.5347979122947,80
96,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a195da4a9affff,-0.18887673791421392,51.533690231690514,3450
97,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a195da4e657fff,-0.19070797371663106,51.537013248541165,4
98,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a195da4e6e7fff,-0.19245192079561488,51.537310664490036,2
99,8a195da4a9affff,-0.18887673791421392,51.533690231690514,8a195daccc07fff,-0.38254212907664326,51.543456732214906,88
100,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad148b7fff,-0.11910067292964219,51.498679842803256,77
101,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad2250ffff,-0.03483050180897262,51.50027311960407,237
102,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad228cffff,-0.01804192121850343,51.498386451284475,2995
103,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad228dffff,-0.01978120336518413,51.498686015852186,3
104,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad228effff,-0.01690844010113106,51.49919487347458,20
105,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad22b97fff,-0.017436145195749146,51.49727843709267,5
106,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad23d1ffff,-0.007979983075660188,51.48862321471558,16
107,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad308cffff,-0.07100877769717148,51.514521243370346,2
108,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad32c8ffff,-0.11846860981456281,51.517642110236444,57
109,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad3544ffff,-0.054209578395959405,51.512638653685244,11
110,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad369a7fff,-0.09247674695535052,51.5392788752759,15
111,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194ad36ac7fff,-0.08805718081986336,51.52547583258335,7
112,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194e6836a7fff,0.010209471464222885,51.56776379422852,34
113,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194e699a0ffff,0.011129122136225775,51.531490919301866,148
114,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194e6a145ffff,0.09923323391022418,51.61253401867288,10
115,8a194ad228cffff,-0.01804192121850343,51.498386451284475,8a194e6de247fff,0.10859903918864834,51.43633977120422,12
